part_type_id,parent_id,short_name,long_name,mouser_url
18004,18000,ffc-fpc-jumper-cables,FFC / FPC Jumper Cables,/wire-cable/ffc-fpc-jumper-cables/
18005,18000,fiber-optic,Fiber Optic,/wire-cable/fiber-optic/
18006,18000,fiber-optic-cables,Fiber Optic Cables,/wire-cable/fiber-optic-cables/
18007,18000,flat-cables,Flat Cables,/wire-cable/flat-cables/
18008,18000,ground-wire-ground-braid,Ground Wire & Ground Braid,/wire-cable/ground-wire-ground-braid/
18009,18000,hook-up-wire,Hook-up Wire,/wire-cable/hook-up-wire/
18010,18000,magnet-wire,Magnet Wire,/wire-cable/magnet-wire/
18011,18000,multi-conductor-cables,Multi-Conductor Cables,/wire-cable/multi-conductor-cables/
18012,18000,solar-cable,Solar Cable,/wire-cable/solar-cable/
18013,18000,test-lead-wire,Test Lead Wire,/wire-cable/test-lead-wire/
18014,18000,wire-cable-management,Wire & Cable Management,/wire-cable/wire-cable-management/
18015,18000,wire-wrap-wire,Wire Wrap Wire,/wire-cable/wire-wrap-wire/
