part_id,part_type_id,part_number,series,description,manufacturer_id,product_url,image_url,datasheet_url
1,13306,"NE555P", "NE555","IC OSC SGL TIMER 100KHZ 8-SOIC",1,"/Texas-Instruments/NE555P?qs=rkhjVJ6%2F3EIf4CWgjIKuKQ%3D%3D","https://d6ng6g5o3ih7k.cloudfront.net/0a/f6/9e/51/cd/e2/4f/17/dafe001d6f33_3.png,DigiKey","https://d6ng6g5o3ih7k.cloudfront.net/8a/77/a4/ab/e9/7c/4a/38/5fc4e30c1e43.pdf"
